city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Yuanyang Chengguanzhen,35.0522,113.9639,China,CN,Henan,minor,,
Guhan,36.5355,113.0253,China,CN,Shanxi,minor,,
Chengwu,34.9541,115.8842,China,CN,Shandong,minor,,
Gunan,29.0231,106.6480,China,CN,Chongqing,minor,,
Luozhou,21.6059,110.2770,China,CN,Guangdong,minor,,
Qingyuan,37.6175,112.3258,China,CN,Shanxi,minor,,
Deqing,30.5449,119.9599,China,CN,Zhejiang,minor,,
Luhua,36.3314,113.2244,China,CN,Shanxi,minor,,
Gushi Chengguanzhen,32.1621,115.6699,China,CN,Henan,minor,,
Xiayi Chengguanzhen,34.2368,116.1161,China,CN,Henan,minor,,
Emin,46.5257,83.6332,China,CN,Xinjiang,minor,,
Haimen,28.6807,121.4241,China,CN,Zhejiang,minor,,
Dahuaishu,36.2656,111.6753,China,CN,Shanxi,minor,,
Lufeng,27.9094,110.5858,China,CN,Hunan,minor,,
Daying,34.7218,111.1029,China,CN,Henan,minor,,
Jinniu,25.8006,100.5743,China,CN,Yunnan,minor,,
Fengcheng,35.4922,112.4043,China,CN,Shanxi,minor,,
Dongguan,39.0173,111.1267,China,CN,Shanxi,minor,,
Yong’an,39.6957,113.6871,China,CN,Shanxi,minor,,
Fufeng,34.3605,107.8735,China,CN,Shaanxi,minor,,
Weicheng,34.3314,108.7169,China,CN,Shaanxi,minor,,
Wenshang,35.7284,116.4912,China,CN,Shandong,minor,,
Jing’an,22.2107,113.2922,China,CN,Guangdong,minor,,
Loushanguan,28.1368,106.8220,China,CN,Guizhou,minor,,
Peicheng,34.7361,116.9247,China,CN,Jiangsu,minor,,
Tiantang,30.8500,116.3500,China,CN,Anhui,minor,,
Renminlu,36.5512,104.1695,China,CN,Gansu,minor,,
Hongqiao,26.7684,112.1081,China,CN,Hunan,minor,,
Taikang Chengguanzhen,34.0667,114.8667,China,CN,Henan,minor,,
Weishi Chengguanzhen,34.4136,114.1872,China,CN,Henan,minor,,
Yelin,18.5210,110.0397,China,CN,Hainan,minor,,
Baiyashi,26.3888,111.2621,China,CN,Hunan,minor,,
Ningling Chengguanzhen,34.4500,115.3167,China,CN,Henan,minor,,
Fangcheng Chengguanzhen,33.2532,113.0012,China,CN,Henan,minor,,
Nanchangshan,37.9152,120.7325,China,CN,Shandong,minor,,
Mingxing,37.4264,112.5442,China,CN,Shanxi,minor,,
Jincheng,30.9971,105.8819,China,CN,Sichuan,minor,,
Nanzhou,29.3596,112.4024,China,CN,Hunan,minor,,
Taiqian Chengguanzhen,35.9910,115.8532,China,CN,Henan,minor,,
Yunxi,31.2264,105.3861,China,CN,Sichuan,minor,,
Fengxian,34.7039,116.5872,China,CN,Jiangsu,minor,,
Huili Chengguanzhen,26.6626,102.2439,China,CN,Sichuan,minor,,
Dazhong,33.1997,120.4578,China,CN,Jiangsu,minor,,
Yingshang Chengguanzhen,32.6295,116.2701,China,CN,Anhui,minor,,
Funan Chengguanzhen,32.6368,115.6149,China,CN,Anhui,minor,,
Mianchi Chengguanzhen,34.7542,111.7594,China,CN,Henan,minor,,
Ningjin,37.6498,116.7933,China,CN,Shandong,minor,,
Tongxu Chengguanzhen,34.4772,114.4583,China,CN,Henan,minor,,
Nanhai,21.4725,111.0268,China,CN,Guangdong,minor,,
Shedian,33.0613,112.9426,China,CN,Henan,minor,,
Xuyang,29.4594,104.4195,China,CN,Sichuan,minor,,
Dong’an,46.5940,125.0788,China,CN,Heilongjiang,minor,,
Yanqing,40.4609,115.9715,China,CN,Beijing,minor,,
Baofeng Chengguanzhen,33.8703,113.0653,China,CN,Henan,minor,,
Anxiang,29.4000,112.1500,China,CN,Hunan,minor,,
Daiyue,39.5204,112.8168,China,CN,Shanxi,minor,,
Xiongzhou,32.3436,118.8499,China,CN,Jiangsu,minor,,
Taocheng,25.3123,118.3006,China,CN,Fujian,minor,,
Yisuhe,27.7654,112.9268,China,CN,Hunan,minor,,
Quanjiang,26.3096,114.5129,China,CN,Jiangxi,minor,,
Shishan,31.2988,120.5652,China,CN,Jiangsu,minor,,
Cuifeng,36.8452,111.7817,China,CN,Shanxi,minor,,
Yancheng,29.6507,104.0672,China,CN,Sichuan,minor,,
Yushan,31.6775,120.8013,China,CN,Jiangsu,minor,,
Hexi,21.6865,110.6342,China,CN,Guangdong,minor,,
Linquan,37.9796,111.0206,China,CN,Shanxi,minor,,
Baoyou,18.7493,109.1717,China,CN,Hainan,minor,,
Fengxiang Chengguanzhen,34.5230,107.3913,China,CN,Shaanxi,minor,,
Gulü,32.7439,114.9761,China,CN,Henan,minor,,
Xin’anjiang,29.4748,119.2715,China,CN,Zhejiang,minor,,
Xun Xian Chengguanzhen,35.6647,114.5346,China,CN,Henan,minor,,
Zitong,30.1782,105.8299,China,CN,Chongqing,minor,,
Sangyuan,37.6256,116.3826,China,CN,Hebei,minor,,
Gangu Chengguanzhen,34.7356,105.3263,China,CN,Gansu,minor,,
Xingpinglu,36.7275,104.8138,China,CN,Gansu,minor,,
Penglai,30.5822,105.2514,China,CN,Sichuan,minor,,
Lingcheng,37.3313,116.5695,China,CN,Shandong,minor,,
Cuijiang,26.2632,116.6499,China,CN,Fujian,minor,,
Wuchang,44.9143,127.1500,China,CN,Heilongjiang,minor,,
Doucun,34.7481,109.1797,China,CN,Shaanxi,minor,,
Dianbu,31.8731,117.4580,China,CN,Anhui,minor,,
Anling,34.1089,114.1698,China,CN,Henan,minor,,
Shoushan,34.2777,107.7462,China,CN,Shaanxi,minor,,
Quyang,33.1447,113.9903,China,CN,Henan,minor,,
Wuyun,28.6539,120.0669,China,CN,Zhejiang,minor,,
Fuyu,30.1500,116.1167,China,CN,Anhui,minor,,
Jinxiang,35.0704,116.3239,China,CN,Shandong,minor,,
She Xian,36.5566,113.6687,China,CN,Hebei,minor,,
Yingshouyingzi,40.5515,117.6616,China,CN,Hebei,minor,,
Hede,33.7722,120.2618,China,CN,Jiangsu,minor,,
Dongshan,47.3428,130.3122,China,CN,Heilongjiang,minor,,
Zhangjiang,28.9110,111.4799,China,CN,Hunan,minor,,
Tangxiang,29.7023,105.7236,China,CN,Chongqing,minor,,
Jiaocheng,24.6573,116.1671,China,CN,Guangdong,minor,,
Guhuai,32.9586,114.6255,China,CN,Henan,minor,,
Tangyang Chengguanzhen,35.9145,114.3551,China,CN,Henan,minor,,
Xiedian,35.4282,110.8118,China,CN,Shanxi,minor,,
Qincheng,27.2127,116.5301,China,CN,Jiangxi,minor,,
Qishan,29.8443,117.7194,China,CN,Anhui,minor,,
Jingchuan Chengguanzhen,35.3319,107.3611,China,CN,Gansu,minor,,
Yishi,35.1650,110.7460,China,CN,Shanxi,minor,,
Fugou Chengguanzhen,34.0667,114.3833,China,CN,Henan,minor,,
Fangzheng,45.8388,128.8276,China,CN,Heilongjiang,minor,,
Gaocun,27.8773,109.7848,China,CN,Hunan,minor,,
Jincheng,39.5591,113.1855,China,CN,Shanxi,minor,,
Qiaotou,36.9350,101.6736,China,CN,Qinghai,minor,,
Rushan,36.9052,121.5326,China,CN,Shandong,minor,,
Renhe,26.4993,101.7386,China,CN,Sichuan,minor,,
Toqsu,41.5503,82.6167,China,CN,Xinjiang,minor,,
Tianchi,30.2811,105.0235,China,CN,Sichuan,minor,,
Daqinglu,34.8993,112.5831,China,CN,Henan,minor,,
Xing’an,47.2463,130.2204,China,CN,Heilongjiang,minor,,
Yancheng,36.7994,116.7439,China,CN,Shandong,minor,,
Xiguan,33.8667,115.4667,China,CN,Henan,minor,,
Zherong,27.2400,119.8944,China,CN,Fujian,minor,,
Sanhe,29.8686,107.7303,China,CN,Chongqing,minor,,
Luyuan,34.5360,109.0851,China,CN,Shaanxi,minor,,
Shacheng,40.3914,115.5114,China,CN,Hebei,minor,,
Bayinsai,39.5002,106.7202,China,CN,Inner Mongolia,minor,,
Binhe,32.6883,112.8275,China,CN,Henan,minor,,
Handian,36.0458,113.0442,China,CN,Shanxi,minor,,
Zhenyang,32.6036,114.3831,China,CN,Henan,minor,,
Sui’an,24.0870,117.6091,China,CN,Fujian,minor,,
Jiuquan,39.7432,98.5174,China,CN,Gansu,minor,,
Taohong,27.1011,110.9949,China,CN,Hunan,minor,,
Xipu,23.6991,117.4251,China,CN,Fujian,minor,,
Mengjin Chengguanzhen,34.8269,112.4313,China,CN,Henan,minor,,
Dawu Chengguanzhen,31.6096,114.1181,China,CN,Hubei,minor,,
Luoshan Chengguanzhen,32.2032,114.5094,China,CN,Henan,minor,,
Lucheng,22.3149,110.2563,China,CN,Guangxi,minor,,
Jinggan,34.5300,108.8342,China,CN,Shaanxi,minor,,
Qianquan,30.8713,114.3726,China,CN,Hubei,minor,,
Huangpi,30.8845,114.3779,China,CN,Hubei,minor,,
Longquan,25.9014,112.2117,China,CN,Hunan,minor,,
Xiaoxi,24.3525,117.2907,China,CN,Fujian,minor,,
Hanshou,28.9058,111.9561,China,CN,Hunan,minor,,
Gongjing,29.3475,104.7116,China,CN,Sichuan,minor,,
Tianning,37.5472,112.1605,China,CN,Shanxi,minor,,
Liyang,31.7177,118.3573,China,CN,Anhui,minor,,
Shiqiao,27.9819,120.5592,China,CN,Zhejiang,minor,,
Qi Xian Chengguanzhen,34.5500,114.7833,China,CN,Henan,minor,,
Gucheng Chengguanzhen,32.2660,111.6348,China,CN,Hubei,minor,,
Dongkou,27.0527,110.5361,China,CN,Hunan,minor,,
Zhecheng Chengguanzhen,34.1046,115.3176,China,CN,Henan,minor,,
Nanle Chengguanzhen,36.0762,115.1991,China,CN,Henan,minor,,
Chaling Chengguanzhen,26.7910,113.5398,China,CN,Hunan,minor,,
Youxian Chengguanzhen,26.9917,113.3606,China,CN,Hunan,minor,,
Xuyong,28.1699,105.4345,China,CN,Sichuan,minor,,
Shangpai,31.7456,117.1611,China,CN,Anhui,minor,,
Zhoukou,31.0347,106.4011,China,CN,Sichuan,minor,,
Juye,35.3947,116.0883,China,CN,Shandong,minor,,
Rongcheng,30.6428,117.8352,China,CN,Anhui,minor,,
Shangli,27.8771,113.7920,China,CN,Jiangxi,minor,,
Xi Xian Chengguanzhen,32.3436,114.7294,China,CN,Henan,minor,,
Kunyang,33.6200,113.3450,China,CN,Henan,minor,,
Nancheng,36.9486,115.9978,China,CN,Shandong,minor,,
Pumiao,22.7587,108.4811,China,CN,Guangxi,minor,,
Shangguan,39.0690,112.9291,China,CN,Shanxi,minor,,
Bobai,22.2708,109.9743,China,CN,Guangxi,minor,,
Chaicun,37.9328,112.4764,China,CN,Shanxi,minor,,
Fengcheng,37.4328,112.0233,China,CN,Shanxi,minor,,
Douhudi,30.0606,112.2242,China,CN,Hubei,minor,,
Zhushan Chengguanzhen,32.2218,110.2361,China,CN,Hubei,minor,,
Pingchuan,25.0945,116.0960,China,CN,Fujian,minor,,
Qingfu,28.4370,104.5162,China,CN,Sichuan,minor,,
Jianjun,34.6914,108.1397,China,CN,Shaanxi,minor,,
Hanyuan,34.0108,105.2919,China,CN,Gansu,minor,,
Lukou,27.7029,113.1520,China,CN,Hunan,minor,,
Hancheng,32.5186,112.3522,China,CN,Henan,minor,,
Jiang’an,28.7334,105.0683,China,CN,Sichuan,minor,,
Minjian,28.8462,103.5458,China,CN,Sichuan,minor,,
Wenbi,39.3874,111.1912,China,CN,Shanxi,minor,,
Donghegumiao,36.9786,115.1090,China,CN,Hebei,minor,,
Shunling,25.5917,111.9303,China,CN,Hunan,minor,,
Lankao Chengguanzhen,34.8329,114.8072,China,CN,Henan,minor,,
Juancheng,35.5616,115.5013,China,CN,Shandong,minor,,
Shucheng Chengguanzhen,31.4745,116.9521,China,CN,Anhui,minor,,
Wufeng,27.4500,104.8333,China,CN,Yunnan,minor,,
Dezhou,27.4081,102.1800,China,CN,Sichuan,minor,,
Wenping,27.1931,103.5273,China,CN,Yunnan,minor,,
Fengcheng,24.7236,116.7243,China,CN,Fujian,minor,,
Xidu,26.9563,112.3683,China,CN,Hunan,minor,,
Gaohe,30.7417,116.8426,China,CN,Anhui,minor,,
Dingtao,35.0744,115.5658,China,CN,Shandong,minor,,
Meijiang,26.4758,116.0150,China,CN,Jiangxi,minor,,
Xinzhai,23.7205,117.1487,China,CN,Fujian,minor,,
Junyang,28.4167,115.3667,China,CN,Jiangxi,minor,,
Yanghe,38.2785,106.2478,China,CN,Ningxia,minor,,
Chujiang,29.5771,111.3630,China,CN,Hunan,minor,,
Languan,34.1575,109.3142,China,CN,Shaanxi,minor,,
Xinjia,37.6574,120.4850,China,CN,Shandong,minor,,
Yangying,35.8180,115.9481,China,CN,Shandong,minor,,
Zhijin,26.6668,105.7680,China,CN,Guizhou,minor,,
Xinning,31.0851,107.8651,China,CN,Sichuan,minor,,
Beiyuan,39.9036,116.6467,China,CN,Beijing,minor,,
Jinxi,30.4323,116.2922,China,CN,Anhui,minor,,
Sicheng,33.4894,117.8568,China,CN,Anhui,minor,,
Niangxi,27.3086,111.4319,China,CN,Hunan,minor,,
Guiyang Chengguanzhen,25.7333,112.7459,China,CN,Hunan,minor,,
Mingzhou,36.9761,115.2566,China,CN,Hebei,minor,,
Luoyang,27.5614,119.7114,China,CN,Zhejiang,minor,,
Lingchuan,25.4095,110.3228,China,CN,Guangxi,minor,,
Pingdu,27.3863,114.6102,China,CN,Jiangxi,minor,,
Tongcheng,35.3547,111.2161,China,CN,Shanxi,minor,,
Xincheng,33.6333,115.1833,China,CN,Henan,minor,,
Zhangwan,32.0833,112.1667,China,CN,Hubei,minor,,
Xunzhong,25.4943,118.2389,China,CN,Fujian,minor,,
Chengzhong,22.1355,107.0647,China,CN,Guangxi,minor,,
Yuncheng,35.5983,115.9347,China,CN,Shandong,minor,,
Zhonghe,28.4505,108.9890,China,CN,Chongqing,minor,,
Shinan,22.7439,109.8743,China,CN,Guangxi,minor,,
Changning,28.5777,104.9209,China,CN,Sichuan,minor,,
Xunchang,28.4543,104.7150,China,CN,Sichuan,minor,,
Yongxing Chengguanzhen,26.1241,113.1285,China,CN,Hunan,minor,,
Zishui,32.0077,114.9011,China,CN,Henan,minor,,
Liulinzhou,29.4564,113.0103,China,CN,Hunan,minor,,
Heping,28.5579,108.4900,China,CN,Guizhou,minor,,
Qingfeng Chengguanzhen,35.9036,115.1053,China,CN,Henan,minor,,
Taihe Chengguanzhen,33.1655,115.6489,China,CN,Anhui,minor,,
Huarong,30.5333,114.7333,China,CN,Hubei,minor,,
Neihuang Chengguanzhen,35.9508,114.9022,China,CN,Henan,minor,,
Fuji,29.1482,105.3739,China,CN,Sichuan,minor,,
Dongcheng,33.4123,115.0809,China,CN,Henan,minor,,
Rongcheng,22.8584,110.5464,China,CN,Guangxi,minor,,
Tancheng,34.6152,118.3380,China,CN,Shandong,minor,,
Poskam,38.1887,77.2707,China,CN,Xinjiang,minor,,
Longcheng,29.8991,116.5511,China,CN,Jiangxi,minor,,
Ducheng,23.2421,111.5284,China,CN,Guangdong,minor,,
Lingjiang,31.7346,105.9316,China,CN,Sichuan,minor,,
Longde Chengguanzhen,35.6125,106.1167,China,CN,Ningxia,minor,,
Baicheng,41.7739,81.8689,China,CN,Xinjiang,minor,,
Qinting,27.1241,113.9490,China,CN,Jiangxi,minor,,
Lingcheng,22.4232,109.2930,China,CN,Guangxi,minor,,
Linjiang,36.3275,112.8819,China,CN,Shanxi,minor,,
Huicheng,29.8693,118.4336,China,CN,Anhui,minor,,
Puji,27.3802,102.5413,China,CN,Sichuan,minor,,
Salaqi,40.5414,110.5108,China,CN,Inner Mongolia,minor,,
Guancheng,36.4803,115.4351,China,CN,Shandong,minor,,
Yunxixian Chengguanzhen,32.9828,110.4231,China,CN,Hubei,minor,,
Liujiaxia,35.9340,103.3183,China,CN,Gansu,minor,,
Leping,37.6147,113.6650,China,CN,Shanxi,minor,,
Pingpo,25.4284,103.7545,China,CN,Yunnan,minor,,
Xing’an,25.6196,110.6425,China,CN,Guangxi,minor,,
Nanjiang,32.3539,106.8324,China,CN,Sichuan,minor,,
Xiangcheng Chengguanzhen,33.8470,113.4778,China,CN,Henan,minor,,
Dunhou,27.0500,114.9000,China,CN,Jiangxi,minor,,
Shengrenjian,34.8442,111.1913,China,CN,Shanxi,minor,,
Luogang,23.1779,113.5010,China,CN,Guangdong,minor,,
Shouchun,32.5816,116.7929,China,CN,Anhui,minor,,
Qingquan,30.4511,115.2559,China,CN,Hubei,minor,,
Linli,29.4500,111.6500,China,CN,Hunan,minor,,
Dongguang,37.8851,116.5328,China,CN,Hebei,minor,,
Lingcheng,35.5340,116.9180,China,CN,Shandong,minor,,
Sui Xian Chengguanzhen,34.4480,115.0444,China,CN,Henan,minor,,
Nanma,36.1848,118.1549,China,CN,Shandong,minor,,
Jinchuan,31.4755,102.0588,China,CN,Sichuan,minor,,
Yuzhong Chengguanzhen,35.8428,104.1125,China,CN,Gansu,minor,,
Leiyang,30.1204,116.6829,China,CN,Anhui,minor,,
Zhongmu Chengguanzhen,34.7115,113.9656,China,CN,Henan,minor,,
Dingchang,36.7631,112.6872,China,CN,Shanxi,minor,,
Wacheng,33.7833,114.5167,China,CN,Henan,minor,,
Quanzhou,25.9446,111.0364,China,CN,Guangxi,minor,,
Jifeng,35.6135,110.9585,China,CN,Shanxi,minor,,
Guangrao,37.0529,118.3991,China,CN,Shandong,minor,,
Zhangcheng,25.8468,118.9369,China,CN,Fujian,minor,,
Xixiang,32.9870,107.7640,China,CN,Shaanxi,minor,,
Dongcun,38.2944,111.7035,China,CN,Shanxi,minor,,
Qianling,28.7119,109.6460,China,CN,Hunan,minor,,
Sunjia Buzi,42.0171,126.5851,China,CN,Jilin,minor,,
Dongshan,25.7939,114.5426,China,CN,Jiangxi,minor,,
Huaicheng,23.9195,112.1763,China,CN,Guangdong,minor,,
Naxi,28.7742,105.3649,China,CN,Sichuan,minor,,
Tonghe,45.9761,128.7429,China,CN,Heilongjiang,minor,,
Xiangfeng,29.5076,109.4027,China,CN,Hubei,minor,,
Xincheng,28.0151,102.8423,China,CN,Sichuan,minor,,
Huayuan,28.5881,109.4758,China,CN,Hunan,minor,,
Echeng,38.3744,111.9717,China,CN,Shanxi,minor,,
Huaibin Chengguanzhen,32.4640,115.4081,China,CN,Henan,minor,,
Jinyuan,37.7269,112.4708,China,CN,Shanxi,minor,,
Dazhe,24.5756,115.8918,China,CN,Guangdong,minor,,
Xujiang,26.8394,116.3201,China,CN,Jiangxi,minor,,
Gounan,47.3594,130.2975,China,CN,Heilongjiang,minor,,
Tuojiang,25.1867,111.5717,China,CN,Hunan,minor,,
Lintong,34.3780,109.2089,China,CN,Shaanxi,minor,,
Xicheng,40.1106,114.1589,China,CN,Hebei,minor,,
Baoshan,31.4084,121.4896,China,CN,Shanghai,minor,,
Chuimatan,35.7181,102.8741,China,CN,Gansu,minor,,
Hanyin Chengguanzhen,32.8914,108.5047,China,CN,Shaanxi,minor,,
Fengming,34.4414,107.6178,China,CN,Shaanxi,minor,,
Luocheng,25.0323,118.7950,China,CN,Fujian,minor,,
Yunji,26.6932,112.6675,China,CN,Hunan,minor,,
Lüeyang Chengguanzhen,33.3320,106.1550,China,CN,Shaanxi,minor,,
Hengdong Chengguanzhen,27.0833,112.9500,China,CN,Hunan,minor,,
Ruyang Chengguanzhen,34.1503,112.4583,China,CN,Henan,minor,,
Chenying,28.6929,117.0673,China,CN,Jiangxi,minor,,
Zhaozhen,30.8563,104.4361,China,CN,Sichuan,minor,,
Weiyuan,36.8532,101.9917,China,CN,Qinghai,minor,,
Tafeng,25.3541,112.1899,China,CN,Hunan,minor,,
Pan’an,29.0537,120.4376,China,CN,Zhejiang,minor,,
Meilu,21.4341,110.7755,China,CN,Guangdong,minor,,
Kuangyuan,24.9138,103.1479,China,CN,Yunnan,minor,,
Lianfeng,25.7044,116.7216,China,CN,Fujian,minor,,
Zhongshu,25.0273,103.6630,China,CN,Yunnan,minor,,
Xinmatou,36.8180,115.1705,China,CN,Hebei,minor,,
Jianghai,22.5752,113.1190,China,CN,Guangdong,minor,,
Kongjiazhuang,40.7525,114.7261,China,CN,Hebei,minor,,
Tianyi,41.5667,119.3333,China,CN,Inner Mongolia,minor,,
Mengshan,24.2141,110.5178,China,CN,Guangxi,minor,,
Suicheng,21.3795,110.2505,China,CN,Guangdong,minor,,
Donghe,32.2334,106.3013,China,CN,Sichuan,minor,,
Hekou,28.3159,117.7084,China,CN,Jiangxi,minor,,
Panlong,32.8022,114.0192,China,CN,Henan,minor,,
Jinchuan,27.7604,115.3885,China,CN,Jiangxi,minor,,
Xingguo,34.8586,105.6686,China,CN,Gansu,minor,,
Taicheng,38.7310,113.2280,China,CN,Shanxi,minor,,
Yongchang,31.6657,104.4373,China,CN,Sichuan,minor,,
Jingzhou,37.6887,116.2596,China,CN,Hebei,minor,,
Dawa,40.9937,122.0680,China,CN,Liaoning,minor,,
Chengxi,29.5329,108.7651,China,CN,Chongqing,minor,,
Wenchang,31.6363,105.1550,China,CN,Sichuan,minor,,
Youxi,26.1736,118.1789,China,CN,Fujian,minor,,
Hengzhou,22.6886,109.2659,China,CN,Guangxi,minor,,
Guzhen Chengguanzhen,33.3106,117.3106,China,CN,Anhui,minor,,
Xincheng,35.8750,111.4353,China,CN,Shanxi,minor,,
Shangcheng Chengguanzhen,31.7953,115.4011,China,CN,Henan,minor,,
Huagai,31.5463,104.5553,China,CN,Sichuan,minor,,
Khutubi,44.1903,86.8852,China,CN,Xinjiang,minor,,
Huoqiu Chengguanzhen,32.3547,116.2939,China,CN,Anhui,minor,,
Dingcheng,32.5161,117.6595,China,CN,Anhui,minor,,
Qiaoxu,22.9562,109.7607,China,CN,Guangxi,minor,,
Ningxiang,37.3400,111.2052,China,CN,Shanxi,minor,,
Chengxiang,31.3986,109.6228,China,CN,Chongqing,minor,,
Xiushui,38.1038,113.3886,China,CN,Shanxi,minor,,
Nan’an,25.3998,114.3622,China,CN,Jiangxi,minor,,
Liyuan,29.3954,110.1559,China,CN,Hunan,minor,,
Dajie,24.2962,102.7506,China,CN,Yunnan,minor,,
Guangzhoulu,38.4991,102.1681,China,CN,Gansu,minor,,
Nanjie,23.6341,112.4348,China,CN,Guangdong,minor,,
Songyuan,27.6217,119.0592,China,CN,Zhejiang,minor,,
Jingchuan,30.6892,118.4043,China,CN,Anhui,minor,,
Chaigoubu,40.6678,114.4114,China,CN,Hebei,minor,,
Xinzheng,31.2749,106.2871,China,CN,Sichuan,minor,,
Yanqi,42.0620,86.5663,China,CN,Xinjiang,minor,,
Songyuan,27.5273,118.7766,China,CN,Fujian,minor,,
Yangxin,37.6447,117.5767,China,CN,Shandong,minor,,
Yitiaoshan,37.1533,104.0620,China,CN,Gansu,minor,,
Xinguan,39.4553,111.5300,China,CN,Shanxi,minor,,
Huanfeng,31.7167,118.1000,China,CN,Anhui,minor,,
Yong’an,36.6576,111.5664,China,CN,Shanxi,minor,,
Minqing,26.2248,118.8597,China,CN,Fujian,minor,,
Yongle,33.2646,104.2328,China,CN,Sichuan,minor,,
Jishi,35.8461,102.4817,China,CN,Qinghai,minor,,
Dongcheng,21.8820,112.0102,China,CN,Guangdong,minor,,
Zhuolu,40.3694,115.2161,China,CN,Hebei,minor,,
Fengyang Fuchengzhen,32.8797,117.5447,China,CN,Anhui,minor,,
Guidong Chengguanzhen,26.0790,113.9406,China,CN,Hunan,minor,,
Chunhua,34.7989,108.5750,China,CN,Shaanxi,minor,,
Guyang,32.1354,119.4421,China,CN,Jiangsu,minor,,
Bashan,27.7682,116.0502,China,CN,Jiangxi,minor,,
Jicheng,37.0636,112.9577,China,CN,Shanxi,minor,,
Fucheng,35.3725,103.7056,China,CN,Gansu,minor,,
Linxi,36.8627,115.4925,China,CN,Hebei,minor,,
Shuangfengqiao,29.7186,106.6271,China,CN,Chongqing,minor,,
Rucheng Chengguanzhen,25.5364,113.7155,China,CN,Hunan,minor,,
Beidaihe,39.8614,119.4177,China,CN,Hebei,minor,,
Huidong,26.6374,102.5757,China,CN,Sichuan,minor,,
Shancheng,24.4916,117.3457,China,CN,Fujian,minor,,
Jishan,30.9215,118.3302,China,CN,Anhui,minor,,
Neixiang Chengguanzhen,33.0467,111.8436,China,CN,Henan,minor,,
Longxian Chengguanzhen,34.9073,106.8497,China,CN,Shaanxi,minor,,
Wenfeng,27.1990,115.1196,China,CN,Jiangxi,minor,,
Dangchang Chengguanzhen,34.0446,104.3946,China,CN,Gansu,minor,,
Lincheng,19.9078,109.6858,China,CN,Hainan,minor,,
Lishu,43.3047,124.3278,China,CN,Jilin,minor,,
Yangshuo,24.7844,110.4751,China,CN,Guangxi,minor,,
Mugala,36.8576,81.6684,China,CN,Xinjiang,minor,,
Cili,29.4244,111.1201,China,CN,Hunan,minor,,
Fengyi,28.5537,107.4390,China,CN,Guizhou,minor,,
Dongluqiao,36.6815,115.3409,China,CN,Hebei,minor,,
Zhangbei,41.1525,114.7078,China,CN,Hebei,minor,,
Chaoyang,37.9080,113.1504,China,CN,Shanxi,minor,,
Beijie,36.7162,115.1595,China,CN,Hebei,minor,,
Junlian,28.1711,104.5116,China,CN,Sichuan,minor,,
Xinshiba,28.9709,102.7713,China,CN,Sichuan,minor,,
Liaogao,28.1700,109.1950,China,CN,Guizhou,minor,,
Hanji,35.4954,102.9926,China,CN,Gansu,minor,,
Longxu,23.4167,111.2333,China,CN,Guangxi,minor,,
Hezheng Chengguanzhen,35.4300,103.3573,China,CN,Gansu,minor,,
Awat,40.6384,80.3797,China,CN,Xinjiang,minor,,
Nanzhao,23.7199,117.1710,China,CN,Fujian,minor,,
Lin’an,23.6025,102.8309,China,CN,Yunnan,minor,,
Shule,39.4023,76.0508,China,CN,Xinjiang,minor,,
Kuancheng,40.6056,118.4825,China,CN,Hebei,minor,,
Shahejie,29.6079,115.8872,China,CN,Jiangxi,minor,,
Chengxiang,23.1610,108.2776,China,CN,Guangxi,minor,,
Jiangkou,23.4392,111.4974,China,CN,Guangdong,minor,,
Maoping,30.8297,110.9778,China,CN,Hubei,minor,,
Yunxing,39.9991,112.6979,China,CN,Shanxi,minor,,
Yuhai,36.9813,105.9061,China,CN,Ningxia,minor,,
Lingxi,29.0050,109.8447,China,CN,Hunan,minor,,
Maytagh,44.3333,84.8500,China,CN,Xinjiang,minor,,
Jingping,39.5200,112.2839,China,CN,Shanxi,minor,,
Hong’an Chengguanzhen,31.3621,114.6369,China,CN,Hubei,minor,,
Shayang,30.7178,112.6058,China,CN,Hubei,minor,,
Aral,40.5418,81.2657,China,CN,Xinjiang,minor,,
Dingcheng,19.6791,110.3623,China,CN,Hainan,minor,,
Tantang,23.1368,109.4131,China,CN,Guangxi,minor,,
Hezhang,27.1222,104.7239,China,CN,Guizhou,minor,,
Matou,23.3553,107.5564,China,CN,Guangxi,minor,,
Jincheng,28.2665,103.5684,China,CN,Sichuan,minor,,
Lop,37.0740,80.1823,China,CN,Xinjiang,minor,,
Suonan,35.6665,103.3979,China,CN,Gansu,minor,,
Fucheng,37.8691,116.1506,China,CN,Hebei,minor,,
Datong,46.0338,124.8106,China,CN,Heilongjiang,minor,,
Nanzhao Chengguanzhen,33.4925,112.4272,China,CN,Henan,minor,,
Hanchang,28.7000,113.5833,China,CN,Hunan,minor,,
Lufu,24.7602,103.2665,China,CN,Yunnan,minor,,
Hongmiao,32.2248,118.9197,China,CN,Jiangsu,minor,,
Fan Xian Chengguanzhen,35.8581,115.5006,China,CN,Henan,minor,,
Kaihua Chengguanzhen,29.1459,118.4090,China,CN,Zhejiang,minor,,
Haoxue,30.0476,112.4676,China,CN,Hubei,minor,,
Yinying,37.9369,113.5575,China,CN,Shanxi,minor,,
Zhaoren,35.2067,107.7914,China,CN,Shaanxi,minor,,
Yuanling,28.4486,110.4022,China,CN,Hunan,minor,,
Mianyang,33.1570,106.6945,China,CN,Shaanxi,minor,,
